Track ID,Track Name,Artist,Album,Release Date,Genre,Popularity,Explicit,Danceability,Energy,Key,Key_Mode,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time_Signature,Artist_Followers
SP-000837,Silver Lining Radio Edit,Musician_Country_003,Album_Musician_Country_003_02,2020-06-30,Country,58,False,0.5841,0.1824,8,G#-Major,-9.6753,1,0.0218,0.4737,0.0,0.1939,0.4227,159.3,225983,4,1015
SP-000838,Velvet Sky,Musician_Metal_010,Album_Musician_Metal_010_07,2020-02-14,Metal,47,False,0.4898,0.8575,9,A-Major,-5.712,1,0.1319,0.0,0.2002,0.265,0.2814,167.2,245880,4,17033
SP-000839,Dark Paradise,Musician_Rock_012,Album_Musician_Rock_012_05,2017-08-08,Rock,50,False,0.7517,0.6519,2,D-Minor,-10.6304,0,0.0548,0.0095,0.0,0.1358,0.2959,139.9,279800,4,22863
SP-000840,Golden Hour,Musician_Hip-Hop_004,Album_Musician_Hip-Hop_004_02,2020-03-14,Hip-Hop,63,False,0.7757,0.6974,6,F#-Major,-8.4912,1,0.1584,0.04,0.0,0.1673,0.2344,98.2,224191,3,28927
SP-000841,Broken Glass Remix,Musician_Rock_017,Album_Musician_Rock_017_07,2019-08-12,Rock,31,False,0.179,1.0,6,F#-Minor,-7.094,0,0.0722,0.2077,0.2136,0.371,0.6169,180.9,216528,4,294402
SP-000842,Ocean Wave,Musician_Metal_014,Album_Musician_Metal_014_03,2023-06-07,Metal,59,False,0.3908,0.9182,7,G-Minor,-2.1202,0,0.0609,0.0222,0.0269,0.3189,0.351,155.5,226022,4,9114
SP-000843,Purple Haze,Musician_Rock_012,Album_Musician_Rock_012_01,2018-01-01,Rock,45,False,0.4898,0.6985,4,E-Minor,-5.3112,0,0.0813,0.1299,0.1099,0.4186,0.6094,137.3,190336,4,22863
SP-000844,Broken Glass,Musician_Jazz_010,Album_Musician_Jazz_010_05,2022-01-07,Jazz,50,False,0.6255,0.0034,2,D-Major,-16.0362,1,0.0833,0.9067,0.6556,0.1803,0.6344,137.4,92158,4,23312
SP-000845,Mountain High,Musician_Hip-Hop_012,Album_Musician_Hip-Hop_012_03,2019-07-07,Hip-Hop,98,False,0.7458,0.7549,0,C-Major,-4.2633,1,0.2058,0.0969,0.0026,0.1474,0.3194,92.5,303858,4,612061
SP-000846,Thunder Road Live,Musician_Jazz_013,Album_Musician_Jazz_013_05,2020-10-31,Jazz,49,False,0.7238,0.3989,6,F#-Major,-17.1479,1,0.1188,0.578,0.3638,0.2598,0.5957,90.7,242010,4,94753
SP-000847,Dancing Shadows,Musician_Rock_018,Album_Musician_Rock_018_04,2018-06-06,Rock,64,False,0.3019,0.671,8,G#-Minor,-6.3462,0,0.0442,0.2085,0.0,0.3066,0.1658,145.1,184679,4,2121
SP-000848,Midnight Dreams,Musician_Rock_017,Album_Musician_Rock_017_01,2019-09-06,Rock,69,False,0.3123,0.8198,8,G#-Major,-3.4708,1,0.03,0.1776,0.0068,0.3587,0.5371,106.3,235494,4,294402
SP-000849,Lost Highway Acoustic,Musician_Hip-Hop_011,Album_Musician_Hip-Hop_011_05,2018-09-18,Hip-Hop,64,False,0.8107,0.5958,4,E-Minor,-5.1007,0,0.2112,0.0343,0.0373,0.193,0.5025,99.5,265792,4,144418
SP-000850,Crimson Tide Acoustic,Musician_Latin_011,Album_Musician_Latin_011_04,2015-12-22,Latin,62,False,0.5536,0.6284,0,C-Minor,-2.1102,0,0.1209,0.0487,0.0,0.2246,0.8097,104.4,182601,4,201416
SP-000851,Frozen Lake Remix,Musician_Hip-Hop_011,Album_Musician_Hip-Hop_011_05,2015-08-04,Hip-Hop,73,False,0.8485,0.7848,0,C-Major,-9.8138,1,0.2495,0.1195,0.0,0.001,0.8908,65.0,214730,4,144418
SP-000852,Silver Moon,Musician_Hip-Hop_014,Album_Musician_Hip-Hop_014_03,2019-08-17,Hip-Hop,72,False,0.8296,0.725,9,A-Major,-10.8498,1,0.1914,0.002,0.009,0.0514,0.335,81.3,169389,4,8861
SP-000853,Lost Highway,Musician_Metal_008,Album_Musician_Metal_008_03,2021-05-14,Metal,27,False,0.3629,0.8202,0,C-Major,-4.3744,1,0.1467,0.0566,0.4137,0.2869,0.2561,160.6,302455,4,21385
SP-000854,Winter Storm Live,Musician_Hip-Hop_007,Album_Musician_Hip-Hop_007_04,2022-06-16,Hip-Hop,77,False,0.8771,0.7489,3,D#-Minor,-5.4022,0,0.19,0.0901,0.0069,0.1913,0.6248,100.7,174430,4,70966
SP-000855,Sunset Boulevard Live,Musician_Rock_019,Album_Musician_Rock_019_06,2016-06-12,Rock,56,True,0.4997,0.5452,3,D#-Major,-6.7339,1,0.0774,0.1162,0.0405,0.4077,0.4439,87.4,254950,4,2509365
SP-000856,Frozen Lake Acoustic,Musician_Latin_002,Album_Musician_Latin_002_04,2018-03-26,Latin,78,True,0.8848,0.8351,9,A-Major,-4.1711,1,0.1306,0.0,0.0066,0.2942,1.0,146.6,145378,4,73041
SP-000857,Sunset Boulevard Acoustic,Musician_Classical_015,Album_Musician_Classical_015_05,2022-07-18,Classical,67,False,0.4248,0.1621,8,G#-Major,-8.8675,1,0.0455,1.0,0.5918,0.1688,0.2231,123.4,443389,4,2281
SP-000858,Velvet Sky,Musician_Electronic_005,Album_Musician_Electronic_005_05,2018-11-23,Electronic,48,True,0.6584,0.8516,3,D#-Minor,-4.6662,0,0.0063,0.0483,0.565,0.2652,0.1094,118.5,281311,4,30196487
SP-000859,Purple Haze Live,Musician_Rock_004,Album_Musician_Rock_004_07,2015-06-01,Rock,85,False,0.6551,0.5158,7,G-Major,-7.7431,1,0.0863,0.2806,0.1313,0.2606,0.8749,85.8,224284,4,24395
SP-000860,Starlight,Musician_Country_006,Album_Musician_Country_006_06,2015-04-15,Country,42,True,0.5589,0.5564,2,D-Major,-7.1314,1,0.0706,0.6668,0.0,0.0239,0.7127,152.4,188581,4,99775
SP-000861,Endless Summer,Musician_Rock_007,Album_Musician_Rock_007_03,2020-12-31,Rock,59,False,0.5751,0.7002,9,A-Minor,-7.4254,0,0.0289,0.1341,0.1452,0.1721,0.5914,153.4,192415,4,29050
SP-000862,Starlight Acoustic,Musician_R&B_002,Album_Musician_R&B_002_01,2014-09-03,R&B,60,False,0.4523,0.7575,9,A-Major,-4.8878,1,0.0662,0.5848,0.0,0.1424,0.4069,58.4,143708,4,908263
SP-000863,Diamond Eyes Remix,Musician_Electronic_013,Album_Musician_Electronic_013_04,2014-05-27,Electronic,32,True,0.8351,0.6959,6,F#-Minor,-2.8955,0,0.0,0.0,0.0971,0.2706,0.0,126.8,209996,5,98447
SP-000864,Velvet Sky Radio Edit,Musician_Hip-Hop_012,Album_Musician_Hip-Hop_012_01,2021-03-01,Hip-Hop,85,True,0.7734,0.7636,11,B-Major,-7.6402,1,0.2153,0.1274,0.0,0.1662,0.2959,105.9,275345,4,612061
SP-000865,Shadow Dance,Musician_Latin_009,Album_Musician_Latin_009_04,2020-02-26,Latin,75,False,0.7006,0.7262,6,F#-Major,-2.8525,1,0.0931,0.0996,0.0437,0.4082,0.2769,92.1,268516,4,89287
SP-000866,Starlight,Musician_Hip-Hop_003,Album_Musician_Hip-Hop_003_05,2020-12-10,Hip-Hop,70,False,0.7991,0.6882,5,F-Major,-6.9635,1,0.1993,0.1658,0.0019,0.1152,0.6112,114.4,265255,4,41800
SP-000867,Eternal Flame Extended Mix,Musician_Pop_010,Album_Musician_Pop_010_06,2015-03-30,Pop,56,False,0.6377,0.661,9,A-Major,-4.1842,1,0.1237,0.1706,0.0,0.1516,0.4433,103.0,113677,4,8247
SP-000868,Ocean Wave,Musician_Pop_006,Album_Musician_Pop_006_03,2023-10-02,Pop,98,False,0.5536,0.4512,3,D#-Major,-10.6807,1,0.0,0.254,0.0375,0.4849,0.323,119.9,272324,4,8967
SP-000869,Shadow Dance,Musician_Classical_005,Album_Musician_Classical_005_04,2023-01-22,Classical,0,False,0.039,0.0,8,G#-Minor,-23.9971,0,0.0338,0.7322,0.822,0.0468,0.4582,89.9,311736,4,937
SP-000870,Crystal Rain Acoustic,Musician_Pop_002,Album_Musician_Pop_002_01,2019-09-16,Pop,47,False,0.513,0.5654,1,C#-Major,-2.086,1,0.05,0.2134,0.0,0.3224,0.6999,157.3,116998,4,28967
SP-000871,Ruby Tuesday,Musician_Pop_008,Album_Musician_Pop_008_06,2014-01-07,Pop,90,True,0.7977,0.6144,7,G-Major,-10.6057,1,0.0574,0.2166,0.0,0.1929,0.6694,100.7,196030,4,711457
SP-000872,Paper Walls Acoustic,Musician_Metal_002,Album_Musician_Metal_002_05,2022-11-15,Metal,23,True,0.3659,0.8366,3,D#-Minor,-6.3018,0,0.0529,0.0,0.0576,0.2015,0.1392,165.5,295283,4,85907
SP-000873,Desert Storm Remix,Musician_Hip-Hop_009,Album_Musician_Hip-Hop_009_06,2022-07-04,Hip-Hop,76,False,0.8367,0.6418,0,C-Major,-5.4641,1,0.1337,0.0,0.0349,0.0742,0.5273,104.1,198924,4,7988
SP-000874,Frozen Tears Extended Mix,Musician_Jazz_015,Album_Musician_Jazz_015_05,2022-01-11,Jazz,55,False,0.5347,0.3347,2,D-Major,-16.8213,1,0.1177,0.7203,0.443,0.3455,0.678,66.8,268725,4,7
SP-000875,Dark Paradise,Musician_Hip-Hop_004,Album_Musician_Hip-Hop_004_02,2018-10-29,Hip-Hop,43,False,0.6897,0.7884,11,B-Minor,-8.7262,0,0.151,0.202,0.0,0.3673,0.5687,115.5,294022,3,28927
SP-000876,Frozen Lake,Musician_Hip-Hop_011,Album_Musician_Hip-Hop_011_05,2019-08-10,Hip-Hop,68,False,0.8521,0.6107,5,F-Minor,-8.718,0,0.2341,0.0,0.0,0.2002,0.6879,93.5,149917,4,144418
SP-000877,Ruby Tuesday,Musician_Classical_009,Album_Musician_Classical_009_04,2023-11-03,Classical,31,False,0.2942,0.0624,1,C#-Major,-23.786,1,0.0221,0.8745,0.3918,0.1468,0.1276,129.2,280308,4,233665
SP-000878,Golden Hour,Musician_Pop_001,Album_Musician_Pop_001_05,2016-09-15,Pop,84,False,0.6934,0.7168,5,F-Minor,-8.0812,0,0.0813,0.201,0.0267,0.1761,0.75,125.2,221243,4,79704
SP-000879,River Flow Acoustic,Musician_Hip-Hop_008,Album_Musician_Hip-Hop_008_02,2017-12-21,Hip-Hop,54,False,0.8184,0.8458,1,C#-Major,-14.8102,1,0.0548,0.0326,0.0,0.1931,0.1884,83.5,243637,4,58530
SP-000880,Falling Stars,Musician_Latin_010,Album_Musician_Latin_010_04,2015-04-09,Latin,47,False,0.8069,0.9078,7,G-Minor,-2.1876,0,0.0717,0.3864,0.0384,0.1238,0.7262,129.5,198651,4,35415
SP-000881,Ocean Wave,Musician_Latin_017,Album_Musician_Latin_017_05,2019-12-05,Latin,45,False,0.6728,0.7674,6,F#-Major,-1.2609,1,0.1641,0.3508,0.0,0.2127,0.8574,149.6,168093,4,354
SP-000882,Diamond Eyes Remix,Musician_Metal_016,Album_Musician_Metal_016_02,2018-03-26,Metal,11,False,0.3602,0.943,3,D#-Major,-4.2735,1,0.192,0.0,0.0,0.3116,0.2092,75.5,355802,4,3819
SP-000883,Thunder Road,Musician_Pop_004,Album_Musician_Pop_004_03,2023-08-25,Pop,72,False,0.5804,0.6101,7,G-Major,-5.2527,1,0.0356,0.2439,0.0227,0.0516,0.6021,148.3,174747,4,70
SP-000884,Velvet Sky Acoustic,Musician_Rock_003,Album_Musician_Rock_003_06,2014-09-21,Rock,100,True,0.4866,0.6356,9,A-Major,-4.9983,1,0.0742,0.2771,0.3616,0.375,0.0748,145.4,249575,4,7089
SP-000885,Frozen Tears,Musician_Electronic_004,Album_Musician_Electronic_004_06,2017-01-07,Electronic,26,False,0.8615,0.8943,10,A#-Minor,-3.4474,0,0.1028,0.0,0.3219,0.2778,0.3277,123.0,236707,4,1303
SP-000886,Electric Pulse,Musician_Classical_025,Album_Musician_Classical_025_02,2014-08-27,Classical,21,False,0.0444,0.2146,5,F-Major,-24.2421,1,0.0529,0.7866,0.9318,0.1069,0.3903,61.5,284348,4,55544
SP-000887,Paper Walls,Musician_Pop_008,Album_Musician_Pop_008_06,2016-07-07,Pop,59,False,0.7812,0.5405,9,A-Major,-9.9201,1,0.03,0.1216,0.0,0.079,0.5712,97.7,181743,4,711457
SP-000888,Falling Stars Remix,Musician_Hip-Hop_003,Album_Musician_Hip-Hop_003_07,2015-02-26,Hip-Hop,80,True,0.6522,0.4947,7,G-Major,-0.7784,1,0.313,0.0123,0.0,0.2003,0.6378,65.1,207834,4,41800
SP-000889,Frozen Lake,Musician_Metal_002,Album_Musician_Metal_002_01,2018-02-28,Metal,54,False,0.2127,0.9546,3,D#-Minor,-5.0881,0,0.1405,0.0,0.0,0.1927,0.4744,138.4,127715,4,85907
SP-000890,Silent Echo,Musician_Pop_010,Album_Musician_Pop_010_05,2016-08-21,Pop,59,False,0.691,0.6524,8,G#-Major,-5.726,1,0.0705,0.2688,0.0691,0.2746,0.6078,111.0,170980,3,8247
SP-000891,Electric Pulse,Musician_Classical_022,Album_Musician_Classical_022_07,2014-07-15,Classical,22,False,0.5805,0.0655,5,F-Major,-23.4266,1,0.0432,0.7158,0.9971,0.0,0.2506,105.5,158435,4,6245
SP-000892,Burning Flame,Musician_Hip-Hop_001,Album_Musician_Hip-Hop_001_01,2014-10-25,Hip-Hop,74,False,0.8688,0.793,9,A-Major,-7.2631,1,0.0223,0.2394,0.0,0.2179,0.2645,96.4,201203,4,1353038
SP-000893,Iron Heart,Musician_R&B_012,Album_Musician_R&B_012_01,2017-02-22,R&B,80,False,0.889,0.6289,4,E-Major,-6.2926,1,0.0881,0.5925,0.0,0.0536,0.5511,90.4,177484,4,8573
SP-000894,Mountain High,Musician_Classical_009,Album_Musician_Classical_009_02,2019-07-22,Classical,13,False,0.239,0.3752,9,A-Minor,-23.1819,0,0.0354,0.7733,0.9599,0.1027,0.3008,128.7,250048,4,233665
SP-000895,Fading Light Remix,Musician_Hip-Hop_003,Album_Musician_Hip-Hop_003_07,2022-08-18,Hip-Hop,82,False,0.8294,0.8726,9,A-Minor,-8.9682,0,0.0854,0.1332,0.0,0.1213,0.4489,84.4,206665,4,41800
SP-000896,Starlight Acoustic,Musician_Electronic_015,Album_Musician_Electronic_015_02,2021-03-15,Electronic,67,False,0.8418,0.9265,11,B-Minor,-6.5616,0,0.0,0.0715,0.1447,0.1284,0.4779,142.5,224141,4,317863
SP-000897,Iron Heart Radio Edit,Musician_Electronic_016,Album_Musician_Electronic_016_02,2020-09-13,Electronic,67,False,0.7857,0.5416,9,A-Major,-2.3375,1,0.0132,0.0681,0.5321,0.2086,0.3605,97.5,231804,4,2638
SP-000898,Golden Hour,Musician_Country_016,Album_Musician_Country_016_04,2016-10-26,Country,58,False,0.6954,0.5514,7,G-Major,-10.2305,1,0.0076,0.1422,0.0,0.2216,0.518,132.6,239897,4,63671
SP-000899,Whispering Wind Live,Musician_Hip-Hop_008,Album_Musician_Hip-Hop_008_05,2015-05-11,Hip-Hop,90,False,0.7611,0.5424,9,A-Major,-2.5196,1,0.0046,0.083,0.0,0.0875,0.4072,108.8,218001,4,58530
SP-000900,Winter Storm Acoustic,Musician_Pop_008,Album_Musician_Pop_008_02,2016-01-24,Pop,61,False,0.363,0.8129,7,G-Minor,-1.8989,0,0.0352,0.1519,0.0418,0.1332,0.5261,129.3,200144,4,711457
SP-000901,Rising Sun,Musician_Electronic_020,Album_Musician_Electronic_020_05,2022-02-27,Electronic,43,False,0.956,0.9149,9,A-Major,-5.6504,1,0.109,0.0169,0.3447,0.1154,0.6575,118.9,254804,4,223212
SP-000902,Sunset Boulevard,Musician_Jazz_017,Album_Musician_Jazz_017_06,2016-12-10,Jazz,62,False,0.4567,0.2127,6,F#-Major,-11.2135,1,0.0182,0.6674,0.6845,0.3741,0.1582,155.8,74691,4,2162
SP-000903,Mountain High,Musician_Classical_018,Album_Musician_Classical_018_05,2022-12-13,Classical,36,False,0.2346,0.1036,8,G#-Major,-12.7989,1,0.0148,0.6292,1.0,0.2333,0.1896,89.1,60000,4,12327
SP-000904,Frozen Lake,Musician_Electronic_002,Album_Musician_Electronic_002_02,2015-05-08,Electronic,44,False,0.8352,0.5447,10,A#-Major,-3.3601,1,0.0009,0.081,0.1124,0.1517,0.8575,153.1,370140,4,3359
SP-000905,Autumn Leaves Remix,Musician_Rock_017,Album_Musician_Rock_017_06,2014-10-17,Rock,54,False,0.1769,0.5939,0,C-Minor,-4.5638,0,0.1296,0.2153,0.0,0.1772,0.1048,134.5,196222,4,294402
SP-000906,Dancing Shadows,Musician_Pop_005,Album_Musician_Pop_005_06,2020-03-04,Pop,76,False,0.6676,0.5687,6,F#-Minor,-7.4056,0,0.0,0.0053,0.0001,0.1772,0.6294,104.8,125191,4,107
SP-000907,Summer Breeze,Musician_Electronic_012,Album_Musician_Electronic_012_07,2023-09-02,Electronic,34,True,0.7732,0.6998,9,A-Major,-4.1905,1,0.0817,0.0875,0.0,0.0676,0.6281,117.5,184377,4,530
SP-000908,Silver Moon,Musician_Electronic_004,Album_Musician_Electronic_004_04,2023-02-28,Electronic,87,False,0.8133,0.7066,7,G-Major,-0.7266,1,0.1227,0.08,0.3437,0.2096,0.7946,139.0,131108,4,1303
SP-000909,Endless Summer,Musician_Electronic_018,Album_Musician_Electronic_018_05,2015-10-29,Electronic,50,False,0.7575,0.7372,2,D-Major,-4.1142,1,0.0797,0.0699,0.8239,0.2469,0.2412,150.5,280732,4,1760
SP-000910,Neon Lights Acoustic,Musician_Latin_008,Album_Musician_Latin_008_04,2022-03-02,Latin,79,False,0.5945,0.5375,3,D#-Minor,-1.6415,0,0.1405,0.2774,0.0,0.0474,0.7693,130.9,248774,4,73
SP-000911,Shadow Dance Live,Musician_Jazz_013,Album_Musician_Jazz_013_06,2016-01-27,Jazz,50,False,0.3767,0.124,9,A-Major,-21.8572,1,0.0943,0.9979,0.0,0.2654,0.3078,83.7,248746,4,94753
SP-000912,Ruby Tuesday Acoustic,Musician_Latin_009,Album_Musician_Latin_009_01,2023-04-28,Latin,68,True,1.0,0.7111,2,D-Major,-13.2733,1,0.0427,0.174,0.0238,0.5535,0.9369,71.9,203673,4,89287
SP-000913,City Lights,Musician_Country_011,Album_Musician_Country_011_04,2023-07-18,Country,50,True,0.587,0.4012,5,F-Minor,-6.0842,0,0.0275,0.2814,0.0,0.103,0.3845,123.0,145809,4,6729638
SP-000914,Crimson Tide,Musician_Electronic_003,Album_Musician_Electronic_003_04,2022-02-14,Electronic,39,True,0.645,0.7856,11,B-Minor,-6.0612,0,0.0,0.006,0.4083,0.1412,0.7081,137.7,195048,4,10393
SP-000915,Dark Paradise,Musician_Electronic_005,Album_Musician_Electronic_005_07,2019-03-08,Electronic,50,True,0.5621,0.5346,0,C-Major,-4.1408,1,0.0074,0.0,0.365,0.1875,0.2322,136.5,301820,4,30196487
SP-000916,Purple Haze,Musician_Country_013,Album_Musician_Country_013_04,2022-03-22,Country,35,True,0.5603,0.336,6,F#-Major,-9.7402,1,0.0972,1.0,0.0189,0.0914,0.5368,105.4,183837,4,130484
SP-000917,Summer Breeze,Musician_Country_018,Album_Musician_Country_018_07,2022-10-12,Country,45,False,0.4837,0.7028,3,D#-Major,-5.1181,1,0.0195,0.0625,0.0901,0.087,0.7444,110.3,193641,4,11844
SP-000918,Desert Storm Live,Musician_Country_016,Album_Musician_Country_016_03,2022-12-15,Country,91,False,0.3738,0.3199,2,D-Minor,-6.5237,0,0.0553,0.833,0.0,0.295,0.6535,104.4,228210,4,63671
SP-000919,Desert Storm,Musician_Pop_003,Album_Musician_Pop_003_04,2014-04-08,Pop,28,False,0.8177,0.5292,4,E-Minor,-7.8687,0,0.0875,0.46,0.0253,0.2316,0.5698,130.3,284256,4,79256
SP-000920,Wild Heart,Musician_Latin_020,Album_Musician_Latin_020_07,2014-01-08,Latin,37,False,0.7181,0.7768,1,C#-Minor,-5.6867,0,0.1169,0.4829,0.0139,0.5175,0.8986,85.9,192512,4,7797
SP-000921,Desert Storm,Musician_Pop_006,Album_Musician_Pop_006_05,2017-01-20,Pop,70,False,0.838,0.7535,4,E-Minor,-5.1416,0,0.0899,0.0,0.0435,0.0987,0.8067,152.3,142847,4,8967
SP-000922,Frozen Tears,Musician_Jazz_004,Album_Musician_Jazz_004_07,2023-04-26,Jazz,30,False,0.6552,0.3123,8,G#-Minor,-12.2451,0,0.0835,0.7847,0.0586,0.196,0.3465,133.7,202700,4,1615436
SP-000923,Winter Storm Remix,Musician_Pop_009,Album_Musician_Pop_009_04,2015-05-07,Pop,81,False,0.6512,0.5498,11,B-Major,-3.0776,1,0.1161,0.0751,0.0399,0.1002,0.4498,95.6,194155,4,21563
SP-000924,Burning Flame,Musician_Pop_006,Album_Musician_Pop_006_05,2020-11-04,Pop,78,False,0.5888,0.7469,3,D#-Minor,-4.8752,0,0.0566,0.1798,0.0,0.1126,0.4584,152.2,237685,4,8967
SP-000925,Thunder Road,Musician_Hip-Hop_014,Album_Musician_Hip-Hop_014_02,2022-04-20,Hip-Hop,71,True,0.8504,0.6638,4,E-Major,-3.8591,1,0.1599,0.0892,0.0261,0.2024,0.2181,111.8,292886,4,8861
SP-000926,Silver Moon Acoustic,Musician_Pop_007,Album_Musician_Pop_007_07,2017-08-21,Pop,76,False,0.7589,0.7314,2,D-Major,-2.9994,1,0.0676,0.0056,0.0682,0.0,0.8205,99.5,206811,4,160172
SP-000927,Moonlight Sonata Remix,Musician_Country_018,Album_Musician_Country_018_04,2018-01-26,Country,40,False,0.5603,0.1929,5,F-Major,-10.9497,1,0.0744,0.6864,0.0988,0.1891,0.4234,108.9,249460,5,11844
SP-000928,Midnight Dreams Live,Musician_Rock_010,Album_Musician_Rock_010_07,2016-11-17,Rock,74,False,0.6467,0.8323,7,G-Minor,-3.5234,0,0.111,0.1427,0.0978,0.1673,0.278,136.4,195928,4,391
SP-000929,Burning Flame,Musician_Electronic_021,Album_Musician_Electronic_021_06,2018-01-08,Electronic,54,False,0.8247,0.8305,7,G-Major,-6.181,1,0.0476,0.0603,0.7317,0.1804,0.1942,142.7,238414,4,855
SP-000930,Dark Paradise,Musician_Latin_005,Album_Musician_Latin_005_07,2019-01-19,Latin,55,False,0.7308,0.7478,11,B-Minor,-3.8061,0,0.0867,0.0124,0.0377,0.2856,0.7748,57.1,176247,4,3750
SP-000931,Ocean Wave Live,Musician_Jazz_015,Album_Musician_Jazz_015_05,2016-02-27,Jazz,50,False,0.1439,0.4481,9,A-Major,-13.8409,1,0.0724,0.5658,0.5648,0.2437,0.057,50.0,200374,3,7
SP-000932,Ruby Tuesday Remix,Musician_Hip-Hop_002,Album_Musician_Hip-Hop_002_03,2018-03-20,Hip-Hop,45,False,0.8273,0.7985,11,B-Minor,-6.2568,0,0.269,0.1052,0.0425,0.1953,0.8207,67.6,191935,4,1162
SP-000933,Burning Flame Remix,Musician_Classical_025,Album_Musician_Classical_025_07,2015-03-05,Classical,24,False,0.4304,0.0616,6,F#-Minor,-15.5924,0,0.0007,0.6562,0.3972,0.1402,0.2795,116.4,173129,4,55544
SP-000934,Spring Rain Live,Musician_Country_018,Album_Musician_Country_018_06,2016-12-16,Country,68,False,0.4585,0.614,8,G#-Major,-5.2183,1,0.0377,0.1053,0.0365,0.1575,0.3757,185.7,244458,4,11844
SP-000935,City Lights Live,Musician_Electronic_013,Album_Musician_Electronic_013_05,2015-09-10,Electronic,85,False,0.7648,1.0,11,B-Major,-6.0304,1,0.0077,0.0577,0.6223,0.2887,0.7007,118.9,330219,4,98447
SP-000936,Summer Breeze Remix,Musician_Country_002,Album_Musician_Country_002_07,2022-01-13,Country,66,False,0.6238,0.5412,3,D#-Minor,-4.8903,0,0.0074,0.5169,0.0,0.1716,0.751,143.2,246939,5,49976
SP-000937,Diamond Eyes,Musician_R&B_008,Album_Musician_R&B_008_06,2023-01-20,R&B,53,False,0.8263,0.6201,1,C#-Minor,-6.4097,0,0.087,0.3605,0.0,0.1374,0.6555,89.7,175750,4,11001
SP-000938,Lost Highway Extended Mix,Musician_Electronic_011,Album_Musician_Electronic_011_01,2018-11-28,Electronic,49,False,0.7115,0.8394,9,A-Major,-6.118,1,0.0133,0.0604,0.2916,0.2525,0.4568,133.5,227688,4,30768
SP-000939,Iron Heart,Musician_Electronic_020,Album_Musician_Electronic_020_04,2018-08-16,Electronic,64,True,0.799,0.6278,7,G-Major,-4.1174,1,0.0582,0.0414,0.4373,0.1676,0.2373,141.9,274706,4,223212
SP-000940,City Lights Remix,Musician_R&B_011,Album_Musician_R&B_011_02,2023-08-15,R&B,61,True,0.4848,0.4556,3,D#-Major,-4.4478,1,0.0982,0.6394,0.0168,0.0958,0.4941,92.2,170346,4,2390
SP-000941,Shadow Dance,Musician_Country_008,Album_Musician_Country_008_07,2022-03-11,Country,100,False,0.5717,0.5151,8,G#-Major,-4.9353,1,0.0468,0.3447,0.0683,0.1292,0.2971,132.1,197721,4,45886
SP-000942,Velvet Sky Acoustic,Musician_Hip-Hop_013,Album_Musician_Hip-Hop_013_05,2022-06-17,Hip-Hop,65,True,0.5807,0.7605,4,E-Major,-5.397,1,0.1467,0.2673,0.0,0.1805,0.6788,94.4,248890,4,1650
SP-000943,Purple Haze Live,Musician_R&B_015,Album_Musician_R&B_015_03,2018-06-14,R&B,76,False,0.5602,0.3865,10,A#-Minor,-8.2407,0,0.0537,0.3972,0.0228,0.0638,1.0,100.7,178119,4,46436
SP-000944,Whispering Wind Remix,Musician_Pop_010,Album_Musician_Pop_010_04,2015-07-22,Pop,68,False,0.7731,0.5624,4,E-Minor,-7.1087,0,0.0873,0.1131,0.0035,0.1796,0.8808,90.1,138011,4,8247
SP-000945,Sunset Boulevard Extended Mix,Musician_R&B_002,Album_Musician_R&B_002_07,2017-04-09,R&B,41,False,0.5057,0.5138,1,C#-Major,-7.8958,1,0.1151,0.2267,0.0442,0.0763,0.607,113.9,222649,4,908263
SP-000946,Ruby Tuesday,Musician_R&B_001,Album_Musician_R&B_001_04,2020-03-07,R&B,76,False,0.4978,0.654,5,F-Major,-7.2758,1,0.0,0.2317,0.0132,0.2218,0.6662,104.6,246574,4,2374295
SP-000947,Falling Stars,Musician_Pop_011,Album_Musician_Pop_011_03,2019-02-11,Pop,63,False,0.9491,0.6499,8,G#-Minor,-10.947,0,0.0679,0.1537,0.0,0.3571,0.7717,100.1,169376,4,2932
SP-000948,Fading Light,Musician_Classical_008,Album_Musician_Classical_008_05,2016-07-18,Classical,32,False,0.4653,0.2987,6,F#-Minor,-12.5061,0,0.0774,1.0,0.9831,0.1403,0.2782,128.3,326849,4,1185
SP-000949,Ruby Tuesday Live,Musician_Classical_010,Album_Musician_Classical_010_07,2020-03-04,Classical,30,True,0.2696,0.0,0,C-Minor,-11.506,0,0.026,0.8099,0.5638,0.0103,0.5426,119.9,193847,4,2399
SP-000950,Endless Summer Radio Edit,Musician_Hip-Hop_004,Album_Musician_Hip-Hop_004_07,2023-03-15,Hip-Hop,65,False,0.9363,0.5726,5,F-Minor,-7.0489,0,0.3337,0.047,0.0168,0.2149,0.5255,117.0,234236,4,28927
SP-000951,Burning Flame,Musician_Pop_011,Album_Musician_Pop_011_02,2020-02-08,Pop,77,False,0.507,0.6179,7,G-Minor,-6.9971,0,0.0525,0.2256,0.0,0.314,0.0591,137.8,225453,4,2932
SP-000952,Dark Paradise Live,Musician_Classical_026,Album_Musician_Classical_026_01,2021-02-16,Classical,32,False,0.1593,0.2687,0,C-Minor,-24.0075,0,0.0795,0.8015,0.7791,0.1175,0.2431,98.7,401127,4,549
